Name,Price,Rating,Review_count,Url
Forever 35 L Greyon Laptop Backpack (Grey),₹999,,,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo4ODEzMDIwOTE0ODc4NTk5OjE2OTI4MDM1NjI6c3BfbXRmOjIwMTAzMjc2MzAyOTk4OjowOjo&url=%2FForever-Greyon-Laptop-Backpack-Grey%2Fdp%2FB0BG2VM91X%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dbags%26qid%3D1692803562%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Impulse Seacon 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,"₹1,517",3.6 out of 5 stars,7,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo4ODEzMDIwOTE0ODc4NTk5OjE2OTI4MDM1NjI6c3BfbXRmOjMwMDAzODUzNDQxNjIzMjo6MDo6&url=%2FImpulse-Seacon-Backpack-Business-Resistant%2Fdp%2FB0C1CS9HKH%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dbags%26qid%3D1692803562%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"₹2,067",4.4 out of 5 stars,"11,414",https:www.amaxon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sr_1_109?keywords=bags&qid=1692803562&sr=8-109
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",₹929,3.9 out of 5 stars,"1,095",https:www.amaxon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_110?keywords=bags&qid=1692803562&sr=8-110
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"₹1,399",4.1 out of 5 stars,"5,864",https:www.amaxon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_111?keywords=bags&qid=1692803562&sr=8-111
Glowic Unisex's Backpack for Men Women Boys Girls/Office School College Teens & Students (WBAG-64) (Black),₹929,3.6 out of 5 stars,263,https:www.amaxon.in/Glowic-Unisexs-Backpack-College-Students/dp/B0BGX9W69N/ref=sr_1_112?keywords=bags&qid=1692803562&sr=8-112
Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,₹744,4.3 out of 5 stars,451,https:www.amaxon.in/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG/ref=sr_1_113?keywords=bags&qid=1692803562&sr=8-113
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),₹895,4.2 out of 5 stars,224,https:www.amaxon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_114?keywords=bags&qid=1692803562&sr=8-114
"Amazon Basics Sling Bag/Crossbody Bag with Adjustable Strap for Daily and Travel Use, Durable, Water-Resistant, Travel-Friendly (Unisex, Black)",₹349,4.5 out of 5 stars,"1,016",https:www.amaxon.in/Crossbody-Adjustable-Durable-Water-Resistant-Travel-Friendly/dp/B0C3RFCH37/ref=sr_1_115?keywords=bags&qid=1692803562&sr=8-115
HEROZ Hacker 50 litres Large Size Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"₹1,599",4.2 out of 5 stars,"3,930",https:www.amaxon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_116?keywords=bags&qid=1692803562&sr=8-116
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",₹399,4.2 out of 5 stars,116,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo4ODEzMDIwOTE0ODc4NTk5OjE2OTI4MDM1NjI6c3BfYnRmOjMwMDAzNTc4MjUwMzAzMjo6MDo6&url=%2FTabelito-NEXA-Backpack-Business-Compartment%2Fdp%2FB0C2D3YR7T%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dbags%26qid%3D1692803562%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Chris & Kate Spacious 35 Ltrs Backpack for School College Everyday Bag With Laptop Compartment Casual Backpack for Boys and Girls,₹899,5.0 out of 5 stars,1,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo4ODEzMDIwOTE0ODc4NTk5OjE2OTI4MDM1NjI6c3BfYnRmOjMwMDAyMDI1Nzk1ODYzMjo6MDo6&url=%2FChris-Kate-Spacious-Compartment-Girls-Purple%2Fdp%2FB0CC9DS5HX%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dbags%26qid%3D1692803562%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Forever Navyno 35 L Blacken Laptop Backpack (Navy),₹999,,,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MToxOTU5MjIxMTkzODMyNTk5OjE2OTI4MDM1NjQ6c3BfYXRmX25leHQ6MjAxMDMyNzYzMDI3OTg6OjA6Og&url=%2FForever-Navyno-Blacken-Laptop-Backpack%2Fdp%2FB0BG32C1YL%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dbags%26qid%3D1692803564%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",₹399,4.0 out of 5 stars,191,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MToxOTU5MjIxMTkzODMyNTk5OjE2OTI4MDM1NjQ6c3BfYXRmX25leHQ6MjAxNTU5NDA4NDE1OTg6OjA6Og&url=%2FTabelito-NEO-Backpack-Business-Compartment%2Fdp%2FB0C2D2XC4H%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dbags%26qid%3D1692803564%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,"₹1,379",4.0 out of 5 stars,72,https:www.amaxon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_115?keywords=bags&qid=1692803564&sr=8-115
Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,₹907,4.2 out of 5 stars,346,https:www.amaxon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_116?keywords=bags&qid=1692803564&sr=8-116
"POLESTAR Dynamic 25 L Bag for College, School, Office, Casual Backpack with 15.6"" Laptop Compartment, Unisex, Stylish & Durable, 1 year warranty",₹749,3.5 out of 5 stars,293,https:www.amaxon.in/POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XT8DF2H/ref=sr_1_117?keywords=bags&qid=1692803564&sr=8-117
Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,₹979,4.0 out of 5 stars,581,https:www.amaxon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_118?keywords=bags&qid=1692803564&sr=8-118
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"₹1,399",4.1 out of 5 stars,"5,864",https:www.amaxon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_119?keywords=bags&qid=1692803564&sr=8-119
Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,₹744,4.3 out of 5 stars,451,https:www.amaxon.in/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG/ref=sr_1_120?keywords=bags&qid=1692803564&sr=8-120
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),₹895,4.2 out of 5 stars,224,https:www.amaxon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_121?keywords=bags&qid=1692803564&sr=8-121
BEAUTY GIRLS BY HOTSHOT1570|School Bag|Tuition Bag|College Backpack|ForGirls&Women|18Inch|25L Waterproof School Bag,₹689,4.0 out of 5 stars,56,https:www.amaxon.in/BEAUTY-GIRLS-HOTSHOT1570-Backpack-Waterproof/dp/B0BYDR7W41/ref=sr_1_122?keywords=bags&qid=1692803564&sr=8-122
COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,₹952,3.2 out of 5 stars,18,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MToxOTU5MjIxMTkzODMyNTk5OjE2OTI4MDM1NjQ6c3BfbXRmOjIwMDM1NTc4Nzc4Njk4OjowOjo&url=%2FCOSMUS-Eternal-Backpack-Polyester-15-6-inch%2Fdp%2FB09SWVPZD4%2Fref%3Dsr_1_123_sspa%3Fkeywords%3Dbags%26qid%3D1692803564%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,"₹1,899",4.1 out of 5 stars,94,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MToxOTU5MjIxMTkzODMyNTk5OjE2OTI4MDM1NjQ6c3BfbXRmOjIwMTUyNzQwNjAxNTk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGP6H2Y%2Fref%3Dsr_1_124_sspa%3Fkeywords%3Dbags%26qid%3D1692803564%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
DEIN KLEIDER Men's Nylon Messenger Bag,₹349,4.0 out of 5 stars,"5,292",https:www.amaxon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_125?keywords=bags&qid=1692803564&sr=8-125
Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,₹699,3.6 out of 5 stars,29,https:www.amaxon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0C23BYDML/ref=sr_1_126?keywords=bags&qid=1692803564&sr=8-126
Genie Flamenco2 Casual Backpacks for Women,₹733,4.3 out of 5 stars,"1,558",https:www.amaxon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sr_1_127?keywords=bags&qid=1692803564&sr=8-127
URBAN CARRIER 30 Liters Polyester Water Resistant Heavy Duty | Backpack | College Bag | Laptop Bag for Men & Women-UBC0002,₹431,3.6 out of 5 stars,66,https:www.amaxon.in/URBAN-CARRIER-Polyester-Resistant-Backpack/dp/B091ZG2NCX/ref=sr_1_128?keywords=bags&qid=1692803564&sr=8-128
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),₹269,3.1 out of 5 stars,76,https:www.amaxon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX/ref=sr_1_129?keywords=bags&qid=1692803564&sr=8-129
"Safari Crew Overnighter Backpack, 40 Ltr Water Resistant Travel Laptop Bag, Black Polyester Backpack for Men and Women, Spacious Shoulder Bag for Travelling and Camping","₹1,709",4.3 out of 5 stars,263,https:www.amaxon.in/Safari-Overnighter-Resistant-Polyester-Travelling/dp/B097JK3X9D/ref=sr_1_130?keywords=bags&qid=1692803564&sr=8-130
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹486,4.6 out of 5 stars,3,https:www.amaxon.in/Waterproof-Backpack-College-Business-Dimensions/dp/B0BW95MXRJ/ref=sr_1_131?keywords=bags&qid=1692803564&sr=8-131
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,₹620,4.2 out of 5 stars,"3,506",https:www.amaxon.in/Nivia-Beast-Gym-Green-Grey/dp/B078PJH887/ref=sr_1_132?keywords=bags&qid=1692803564&sr=8-132
"XForce Plaza Bangtan Boys KPOP Casual Backpack,USB and Audio Cable Interface Breakers Suitable for Students Laptop Backpack","₹1,299",3.9 out of 5 stars,22,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MToxOTU5MjIxMTkzODMyNTk5OjE2OTI4MDM1NjQ6c3BfYnRmOjIwMDkwNjY0ODg2MDk4OjowOjo&url=%2FXForce-Plaza-Backpack-Interface-Breakers%2Fdp%2FB0BKWX4NMD%2Fref%3Dsr_1_133_sspa%3Fkeywords%3Dbags%26qid%3D1692803564%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Swiss Military Laptop Backpack, Separate Compartment to Keep Files & Folders, Padded Adjustable Shoulder Straps & Quick Access Pockets, USB Charging Port, LBP92","₹3,218",5.0 out of 5 stars,1,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MToxOTU5MjIxMTkzODMyNTk5OjE2OTI4MDM1NjQ6c3BfYnRmOjIwMDkwODExMzgwNzk4OjowOjo&url=%2FSwiss-Military-Compartment-Adjustable-LBP92%2Fdp%2FB0BFJ3S891%2Fref%3Dsr_1_134_sspa%3Fkeywords%3Dbags%26qid%3D1692803564%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA9XP90DC1X0F8
"uppercase Medium 21L Quilted Laptop Backpack 2500EBP2 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,400",4.6 out of 5 stars,18,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo3NjA5MTcyODI2OTQ3NTk5OjE2OTI4MDM1NjY6c3BfYXRmX25leHQ6MjAxMDIyMjc5MjkzOTg6OjA6Og&url=%2Fuppercase-Backpack-2500EBP2-repellent-sustainable%2Fdp%2FB0BNVXG27V%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dbags%26qid%3D1692803566%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","₹1,600",4.5 out of 5 stars,32,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo3NjA5MTcyODI2OTQ3NTk5OjE2OTI4MDM1NjY6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzE4OTg6OjA6Og&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC48NDJP%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dbags%26qid%3D1692803566%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre College Bag,"₹1,409",4.2 out of 5 stars,"1,422",https:www.amaxon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_131?keywords=bags&qid=1692803566&sr=8-131
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"₹1,794",4.3 out of 5 stars,"1,124",https:www.amaxon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_132?keywords=bags&qid=1692803566&sr=8-132
Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,"₹5,699",4.4 out of 5 stars,179,https:www.amaxon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_133?keywords=bags&qid=1692803566&sr=8-133
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹486,4.6 out of 5 stars,3,https:www.amaxon.in/Waterproof-Backpack-College-Business-Dimensions/dp/B0BW95MXRJ/ref=sr_1_134?keywords=bags&qid=1692803566&sr=8-134
"Genie Moonlight Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour","₹1,004",3.0 out of 5 stars,4,https:www.amaxon.in/Genie-Moonlight-compartments-Lightweight-Travelling/dp/B097PGGTNJ/ref=sr_1_135?keywords=bags&qid=1692803566&sr=8-135
Skybags Unisex Grey Jacqard 34L Laptop Bags,"₹1,248",4.1 out of 5 stars,85,https:www.amaxon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_136?keywords=bags&qid=1692803566&sr=8-136
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,₹749,4.0 out of 5 stars,"6,468",https:www.amaxon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_137?keywords=bags&qid=1692803566&sr=8-137
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,₹620,4.2 out of 5 stars,"3,506",https:www.amaxon.in/Nivia-Beast-Gym-Green-Grey/dp/B078PJH887/ref=sr_1_138?keywords=bags&qid=1692803566&sr=8-138
"Swiss Military laptop Bag, Camouflage Print Multi Utility Backpack, Polyester, Adjustable Strap, USB Charging Socket (LBP96)","₹1,202",3.3 out of 5 stars,5,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo3NjA5MTcyODI2OTQ3NTk5OjE2OTI4MDM1NjY6c3BfbXRmOjIwMTAzNDY3NjkyMTk4OjowOjo&url=%2FSwiss-Military-Camouflage-Adjustable-LBP96%2Fdp%2FB0BBLZ2KT8%2Fref%3Dsr_1_139_sspa%3Fkeywords%3Dbags%26qid%3D1692803566%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA9XP90DC1X0F8
uppercase Nexus Professional Anti-Theft Overnighter Travel Laptop Backpack,"₹2,500",4.9 out of 5 stars,11,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo3NjA5MTcyODI2OTQ3NTk5OjE2OTI4MDM1NjY6c3BfbXRmOjMwMDAwMjU5NTE0NjMzMjo6MDo6&url=%2Fuppercase-Professional-Anti-Theft-Overnighter-sustainable%2Fdp%2FB0C7CQ1MVD%2Fref%3Dsr_1_140_sspa%3Fkeywords%3Dbags%26qid%3D1692803566%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
F Gear Spartan 24 Ltrs Black Laptop Backpack (3179),₹623,4.0 out of 5 stars,110,https:www.amaxon.in/F-Gear-Spartan-Black-Laptop-Backpack/dp/B07X82WYGL/ref=sr_1_141?keywords=bags&qid=1692803566&sr=8-141
"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹639,4.1 out of 5 stars,"3,544",https:www.amaxon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2JSJ6N/ref=sr_1_142?keywords=bags&qid=1692803566&sr=8-142
INOVERA (LABEL) Women Handbags Shoulder Hobo Bag Purse With Long Strap,"₹1,299",4.1 out of 5 stars,"8,543",https:www.amaxon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_143?keywords=bags&qid=1692803566&sr=8-143
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",₹398,4.1 out of 5 stars,"9,714",https:www.amaxon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_144?keywords=bags&qid=1692803566&sr=8-144
Wildcraft 31 Ltrs 18.50 inchs Backpack (11954 Blue_Blue),"₹1,197",4.3 out of 5 stars,369,https:www.amaxon.in/Wildcraft-Music-Backpack-Blue-11954/dp/B07N2PDVX4/ref=sr_1_145?keywords=bags&qid=1692803566&sr=8-145
American Tourister Casual Backpack,"₹1,249",4.2 out of 5 stars,"4,102",https:www.amaxon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C/ref=sr_1_146?keywords=bags&qid=1692803566&sr=8-146
satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,₹516,3.8 out of 5 stars,375,https:www.amaxon.in/satellite-backpacks-backpack-school-bagpack/dp/B083DZVFZM/ref=sr_1_147?keywords=bags&qid=1692803566&sr=8-147
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"₹2,379",4.4 out of 5 stars,"7,521",https:www.amaxon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_148?keywords=bags&qid=1692803566&sr=8-148
NHQ FASHION Large 45 L Laptop Backpack Large 45 L Laptop Backpack Heavy Duty Traverse Collection,₹599,,,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo3NjA5MTcyODI2OTQ3NTk5OjE2OTI4MDM1NjY6c3BfYnRmOjMwMDAzOTQwMDEwMjEzMjo6MDo6&url=%2FNHQ-FASHION-Backpack-Traverse-Collection%2Fdp%2FB0CG5YPMP8%2Fref%3Dsr_1_149_sspa%3Fkeywords%3Dbags%26qid%3D1692803566%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
NHQ FASHION Large 45 L Laptop Backpack Large 45 L Laptop Backpack Heavy Duty Traverse Collection Unisex Travel,₹599,,,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo3NjA5MTcyODI2OTQ3NTk5OjE2OTI4MDM1NjY6c3BfYnRmOjMwMDAzNzQzMTQ2NjAzMjo6MDo6&url=%2FNHQ-FASHION-Backpack-Collection-Travel-NAVY%2Fdp%2FB0CFHS4HGJ%2Fref%3Dsr_1_150_sspa%3Fkeywords%3Dbags%26qid%3D1692803566%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹2,300",4.2 out of 5 stars,63,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo0NDQ0NjE1NDYzOTEwNTk5OjE2OTI4MDM1Njg6c3BfYXRmX25leHQ6MjAxNDUzNTcxMDIyOTg6OjA6Og&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0C1CBY2PJ%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dbags%26qid%3D1692803568%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"uppercase Medium 21 Ltrs Office Overnighter (14.6 inch) Laptop Backpack 2700EBP1 3x More Water Repellent Sustainable Bags with Rain Proof Zippers, Black","₹1,800",4.2 out of 5 stars,35,https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo0NDQ0NjE1NDYzOTEwNTk5OjE2OTI4MDM1Njg6c3BfYXRmX25leHQ6MjAwNjk1MDQ4MTkyOTg6OjA6Og&url=%2Fuppercase-Overnighter-Backpack-Repellent-Sustainable%2Fdp%2FB0B8NXYFXL%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dbags%26qid%3D1692803568%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"₹2,379",4.4 out of 5 stars,"7,521",https:www.amaxon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_147?keywords=bags&qid=1692803568&sr=8-147
"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",₹548,4.0 out of 5 stars,689,https:www.amaxon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_148?keywords=bags&qid=1692803568&sr=8-148
"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹639,4.1 out of 5 stars,"3,544",https:www.amaxon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2JSJ6N/ref=sr_1_149?keywords=bags&qid=1692803568&sr=8-149
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹479,3.9 out of 5 stars,"10,367",https:www.amaxon.in/Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_150?keywords=bags&qid=1692803568&sr=8-150
ADISA Women Girls Floral Print Round Sling Bag,₹390,4.2 out of 5 stars,953,https:www.amaxon.in/ADISA-Women-Girls-Floral-SL5073-CRE_Cream/dp/B09B575DLN/ref=sr_1_151?keywords=bags&qid=1692803568&sr=8-151
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹249,3.7 out of 5 stars,"12,111",https:www.amaxon.in/DZert-Rumble-School-Backpacks-Cartoon/dp/B0994PHBSL/ref=sr_1_152?keywords=bags&qid=1692803568&sr=8-152
Wildcraft 31 Ltrs 18.50 inchs Backpack (11954 Blue_Blue),"₹1,197",4.3 out of 5 stars,369,https:www.amaxon.in/Wildcraft-Music-Backpack-Blue-11954/dp/B07N2PDVX4/ref=sr_1_153?keywords=bags&qid=1692803568&sr=8-153
American Tourister Casual Backpack,"₹1,249",4.2 out of 5 stars,"4,102",https:www.amaxon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C/ref=sr_1_154?keywords=bags&qid=1692803568&sr=8-154
Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,₹778,4.0 out of 5 stars,"13,654",https:www.amaxon.in/sspa/click?ie=UTF8&spc=MTo0NDQ0NjE1NDYzOTEwNTk5OjE2OTI4MDM1Njg6c3BfbXRmOjIwMDk0OTA5NTk4Mjk4OjowOjo&url=%2FLunars-Comet-Resistant-Casual-Backpack%2Fdp%2FB07KLYJYC9%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dbags%26qid%3D1692803568%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
